Force (N),Position (mm),Stress (MPa),Strain (%),Time (min)
-0.167,0.00,-0.00926,0.00,0.00314
-0.167,0.00,-0.00926,0.00,0.00324
-0.167,0.00,-0.00926,0.00,0.00334
-0.167,0.00,-0.00926,0.00,0.00344
-0.167,0.00,-0.00926,0.00,0.00353
-0.167,0.00,-0.00926,0.00,0.00363
-0.167,0.00,-0.00926,0.00,0.00373
-0.167,0.000416,-0.00926,0.00119,0.00383
-0.167,0.00121,-0.00926,0.00345,0.00393
-0.167,0.00200,-0.00926,0.00571,0.00403
-0.102,0.00239,-0.00566,0.00682,0.00413
-0.0369,0.00278,-0.00205,0.00794,0.00422
0.0547,0.00333,0.00304,0.00951,0.00432
0.181,0.00409,0.0101,0.0117,0.00442
0.308,0.00485,0.0171,0.0139,0.00452
0.384,0.00530,0.0213,0.0152,0.00462
0.448,0.00569,0.0249,0.0162,0.00472
0.533,0.00607,0.0296,0.0173,0.00482
0.722,0.00644,0.0401,0.0184,0.00491
0.910,0.00682,0.0506,0.0195,0.00501
1.07,0.00720,0.0592,0.0206,0.00511
1.19,0.00758,0.0663,0.0217,0.00521
1.32,0.00796,0.0733,0.0227,0.00531
1.54,0.00863,0.0858,0.0247,0.00541
1.78,0.00934,0.0989,0.0267,0.00550
2.01,0.0100,0.112,0.0286,0.00560
2.14,0.0104,0.119,0.0297,0.00570
2.26,0.0108,0.126,0.0308,0.00580
2.50,0.0113,0.139,0.0324,0.00590
2.88,0.0121,0.160,0.0345,0.00600
3.26,0.0128,0.181,0.0367,0.00610
3.43,0.0133,0.191,0.0380,0.00619
3.56,0.0137,0.198,0.0391,0.00629
3.72,0.0141,0.207,0.0402,0.00639
4.10,0.0144,0.228,0.0412,0.00649
4.48,0.0148,0.249,0.0423,0.00659
4.76,0.0152,0.264,0.0434,0.00669
4.95,0.0156,0.275,0.0445,0.00679
5.14,0.0159,0.286,0.0456,0.00688
5.49,0.0166,0.305,0.0476,0.00698
5.87,0.0174,0.326,0.0497,0.00708
6.21,0.0181,0.345,0.0517,0.00718
6.40,0.0185,0.355,0.0528,0.00728
6.59,0.0188,0.366,0.0538,0.00738
6.85,0.0194,0.381,0.0556,0.00748
7.17,0.0202,0.398,0.0577,0.00757
7.48,0.0210,0.416,0.0599,0.00767
7.68,0.0210,0.427,0.0600,0.00777
7.87,0.0210,0.437,0.0600,0.00787
8.09,0.0212,0.449,0.0606,0.00797
8.38,0.0219,0.465,0.0626,0.00807
8.67,0.0226,0.481,0.0646,0.00817
8.92,0.0232,0.495,0.0663,0.00826
9.12,0.0237,0.507,0.0677,0.00836
9.32,0.0242,0.518,0.0691,0.00846
9.52,0.0247,0.529,0.0704,0.00856
9.76,0.0252,0.542,0.0720,0.00866
10.1,0.0258,0.560,0.0738,0.00876
10.4,0.0265,0.579,0.0757,0.00885
10.7,0.0272,0.596,0.0776,0.00895
11.0,0.0278,0.611,0.0795,0.00905
11.3,0.0285,0.626,0.0813,0.00915
11.5,0.0291,0.641,0.0830,0.00925
11.7,0.0294,0.650,0.0840,0.00935
11.9,0.0297,0.659,0.0849,0.00945
12.0,0.0300,0.668,0.0858,0.00954
12.2,0.0304,0.677,0.0868,0.00964
12.4,0.0307,0.686,0.0877,0.00974
12.5,0.0311,0.696,0.0888,0.00984
12.9,0.0317,0.714,0.0906,0.00994
13.2,0.0324,0.733,0.0925,0.0100
13.5,0.0330,0.751,0.0944,0.0101
13.8,0.0337,0.765,0.0962,0.0102
14.0,0.0343,0.780,0.0979,0.0103
14.3,0.0349,0.794,0.0997,0.0104
14.6,0.0356,0.812,0.102,0.0105
14.9,0.0362,0.830,0.103,0.0106
15.3,0.0369,0.848,0.105,0.0107
15.5,0.0370,0.859,0.106,0.0108
15.6,0.0370,0.868,0.106,0.0109
15.8,0.0370,0.877,0.106,0.0110
16.1,0.0375,0.893,0.107,0.0111
16.4,0.0381,0.911,0.109,0.0112
16.7,0.0388,0.928,0.111,0.0113
17.0,0.0394,0.944,0.113,0.0114
17.3,0.0400,0.958,0.114,0.0115
17.5,0.0406,0.973,0.116,0.0116
17.8,0.0412,0.988,0.118,0.0117
18.1,0.0419,1.01,0.120,0.0118
18.4,0.0425,1.02,0.121,0.0119
18.7,0.0431,1.04,0.123,0.0120
18.9,0.0434,1.05,0.124,0.0121
19.0,0.0437,1.06,0.125,0.0122
19.2,0.0440,1.06,0.126,0.0123
19.4,0.0443,1.08,0.127,0.0124
19.7,0.0446,1.09,0.127,0.0125
19.9,0.0449,1.11,0.128,0.0126
20.2,0.0454,1.12,0.130,0.0127
20.4,0.0460,1.13,0.131,0.0128
20.7,0.0466,1.15,0.133,0.0129
21.0,0.0472,1.16,0.135,0.0130
21.3,0.0479,1.18,0.137,0.0131
21.6,0.0485,1.20,0.138,0.0132
21.9,0.0491,1.22,0.140,0.0133
22.1,0.0497,1.23,0.142,0.0134
22.4,0.0503,1.24,0.144,0.0135
22.7,0.0510,1.26,0.146,0.0136
22.9,0.0513,1.27,0.147,0.0137
23.2,0.0516,1.29,0.147,0.0138
23.4,0.0519,1.30,0.148,0.0139
23.6,0.0522,1.31,0.149,0.0140
23.8,0.0525,1.32,0.150,0.0141
23.9,0.0528,1.33,0.151,0.0142
24.1,0.0533,1.34,0.152,0.0143
24.4,0.0539,1.36,0.154,0.0144
24.7,0.0546,1.37,0.156,0.0145
24.9,0.0552,1.38,0.158,0.0146
25.2,0.0558,1.40,0.159,0.0147
25.4,0.0564,1.41,0.161,0.0148
25.7,0.0570,1.43,0.163,0.0149
25.9,0.0577,1.44,0.165,0.0150
26.2,0.0583,1.46,0.167,0.0151
26.5,0.0589,1.47,0.168,0.0152
26.7,0.0593,1.48,0.169,0.0153
26.9,0.0596,1.49,0.170,0.0154
27.1,0.0599,1.51,0.171,0.0155
27.3,0.0604,1.52,0.172,0.0156
27.6,0.0609,1.53,0.174,0.0157
27.8,0.0614,1.54,0.176,0.0158
28.1,0.0620,1.56,0.177,0.0158
28.3,0.0625,1.57,0.179,0.0159
28.5,0.0631,1.58,0.180,0.0160
28.6,0.0634,1.59,0.181,0.0161
28.8,0.0638,1.60,0.182,0.0162
29.0,0.0642,1.61,0.183,0.0163
29.3,0.0646,1.63,0.184,0.0164
29.6,0.0649,1.65,0.186,0.0165
29.8,0.0653,1.66,0.187,0.0166
30.0,0.0657,1.67,0.188,0.0167
30.2,0.0661,1.68,0.189,0.0168
30.4,0.0667,1.69,0.190,0.0169
30.7,0.0672,1.70,0.192,0.0170
30.9,0.0678,1.72,0.194,0.0171
31.1,0.0683,1.73,0.195,0.0172
31.3,0.0687,1.74,0.196,0.0173
31.5,0.0692,1.75,0.198,0.0174
31.7,0.0697,1.76,0.199,0.0175
31.9,0.0702,1.77,0.201,0.0176
32.2,0.0710,1.79,0.203,0.0177
32.6,0.0717,1.81,0.205,0.0178
32.8,0.0723,1.82,0.206,0.0179
33.0,0.0726,1.83,0.208,0.0180
33.2,0.0730,1.84,0.209,0.0181
33.6,0.0738,1.86,0.211,0.0182
33.9,0.0745,1.89,0.213,0.0183
34.2,0.0751,1.90,0.215,0.0184
34.4,0.0755,1.91,0.216,0.0185
34.6,0.0759,1.92,0.217,0.0186
34.9,0.0763,1.94,0.218,0.0187
35.2,0.0767,1.96,0.219,0.0188
35.5,0.0770,1.97,0.220,0.0189
35.7,0.0774,1.98,0.221,0.0190
35.9,0.0778,1.99,0.222,0.0191
36.2,0.0784,2.01,0.224,0.0192
36.6,0.0791,2.03,0.226,0.0193
36.9,0.0799,2.05,0.228,0.0194
37.2,0.0803,2.06,0.229,0.0195
37.3,0.0807,2.07,0.231,0.0196
37.6,0.0812,2.09,0.232,0.0197
38.0,0.0819,2.11,0.234,0.0198
38.3,0.0827,2.13,0.236,0.0199
38.6,0.0830,2.14,0.237,0.0200
38.8,0.0830,2.16,0.237,0.0201
39.0,0.0830,2.17,0.237,0.0202
39.3,0.0837,2.19,0.239,0.0203
39.7,0.0844,2.21,0.241,0.0204
40.0,0.0851,2.22,0.243,0.0205
40.2,0.0855,2.23,0.244,0.0206
40.3,0.0859,2.24,0.245,0.0207
40.6,0.0865,2.25,0.247,0.0208
41.0,0.0872,2.28,0.249,0.0209
41.3,0.0880,2.30,0.251,0.0210
41.5,0.0884,2.31,0.253,0.0211
41.7,0.0888,2.32,0.254,0.0212
42.0,0.0891,2.33,0.255,0.0213
42.3,0.0895,2.35,0.256,0.0214
42.7,0.0899,2.37,0.257,0.0215
43.0,0.0903,2.39,0.258,0.0216
43.2,0.0907,2.40,0.259,0.0217
43.4,0.0911,2.41,0.260,0.0218
43.7,0.0918,2.43,0.262,0.0219
44.0,0.0926,2.44,0.265,0.0220
44.3,0.0932,2.46,0.266,0.0221
44.4,0.0935,2.47,0.267,0.0222
44.6,0.0939,2.48,0.268,0.0223
45.0,0.0946,2.50,0.270,0.0224
45.4,0.0954,2.52,0.272,0.0225
45.7,0.0960,2.54,0.274,0.0225
45.9,0.0960,2.55,0.274,0.0226
46.1,0.0960,2.56,0.274,0.0227
46.3,0.0964,2.57,0.275,0.0228
46.6,0.0972,2.59,0.278,0.0229
47.0,0.0979,2.61,0.280,0.0230
47.2,0.0983,2.62,0.281,0.0231
47.4,0.0987,2.63,0.282,0.0232
47.5,0.0991,2.64,0.283,0.0233
47.7,0.0995,2.65,0.284,0.0234
47.9,0.0998,2.66,0.285,0.0235
48.1,0.100,2.67,0.287,0.0236
48.3,0.101,2.68,0.289,0.0237
48.5,0.102,2.69,0.291,0.0238
48.8,0.102,2.71,0.292,0.0239
49.2,0.103,2.73,0.293,0.0240
49.5,0.103,2.75,0.295,0.0241
49.7,0.103,2.76,0.296,0.0242
49.9,0.104,2.77,0.297,0.0243
50.2,0.104,2.79,0.298,0.0244
50.6,0.105,2.81,0.301,0.0245
51.0,0.106,2.83,0.303,0.0246
51.2,0.106,2.84,0.304,0.0247
51.4,0.107,2.85,0.305,0.0248
51.6,0.107,2.87,0.306,0.0249
52.0,0.108,2.89,0.309,0.0250
52.4,0.109,2.91,0.311,0.0251
52.6,0.109,2.92,0.311,0.0252
52.8,0.109,2.93,0.311,0.0253
53.0,0.109,2.95,0.311,0.0254
53.3,0.110,2.96,0.313,0.0255
53.6,0.110,2.98,0.315,0.0256
53.8,0.111,2.99,0.316,0.0257
54.1,0.111,3.00,0.318,0.0258
54.3,0.112,3.02,0.319,0.0259
54.5,0.112,3.03,0.320,0.0260
54.7,0.113,3.04,0.322,0.0261
54.9,0.113,3.05,0.323,0.0262
55.3,0.114,3.07,0.325,0.0263
55.6,0.115,3.09,0.327,0.0264
55.9,0.115,3.11,0.329,0.0265
56.1,0.116,3.12,0.330,0.0266
56.3,0.116,3.13,0.331,0.0267
56.7,0.116,3.15,0.332,0.0268
57.0,0.117,3.17,0.333,0.0269
57.4,0.117,3.19,0.335,0.0270
57.5,0.117,3.19,0.336,0.0271
57.6,0.118,3.20,0.337,0.0272
57.9,0.118,3.22,0.338,0.0273
58.3,0.119,3.24,0.341,0.0274
58.6,0.120,3.26,0.343,0.0275
58.8,0.120,3.27,0.344,0.0276
59.0,0.121,3.28,0.345,0.0277
59.3,0.121,3.29,0.346,0.0278
59.7,0.122,3.31,0.349,0.0279
60.0,0.123,3.34,0.351,0.0280
60.3,0.123,3.35,0.352,0.0281
60.5,0.124,3.36,0.353,0.0282
60.7,0.124,3.37,0.354,0.0283
61.0,0.124,3.39,0.355,0.0284
61.3,0.125,3.41,0.356,0.0285
61.6,0.125,3.42,0.358,0.0286
61.8,0.126,3.43,0.359,0.0287
61.9,0.126,3.44,0.360,0.0288
62.3,0.127,3.46,0.362,0.0289
62.7,0.127,3.48,0.364,0.0290
63.0,0.128,3.50,0.366,0.0291
63.2,0.128,3.51,0.367,0.0292
63.4,0.129,3.52,0.368,0.0292
63.6,0.129,3.54,0.370,0.0293
64.0,0.130,3.55,0.372,0.0294
64.3,0.131,3.57,0.374,0.0295
64.5,0.131,3.58,0.374,0.0296
64.7,0.131,3.59,0.374,0.0297
64.9,0.131,3.61,0.375,0.0298
65.3,0.132,3.63,0.377,0.0299
65.7,0.133,3.65,0.379,0.0300
65.9,0.133,3.66,0.381,0.0301
66.1,0.134,3.67,0.382,0.0302
66.3,0.134,3.68,0.383,0.0303
66.6,0.135,3.70,0.385,0.0304
66.9,0.135,3.72,0.387,0.0305
67.2,0.136,3.73,0.389,0.0306
67.4,0.136,3.74,0.390,0.0307
67.6,0.137,3.76,0.391,0.0308
67.9,0.137,3.77,0.392,0.0309
68.3,0.138,3.79,0.393,0.0310
68.7,0.138,3.81,0.394,0.0311
68.8,0.138,3.82,0.395,0.0312
68.9,0.139,3.83,0.396,0.0313
69.1,0.139,3.84,0.398,0.0314
69.5,0.140,3.86,0.400,0.0315
69.9,0.141,3.88,0.402,0.0316
70.1,0.141,3.90,0.404,0.0317
70.3,0.142,3.91,0.405,0.0318
70.5,0.142,3.92,0.406,0.0319
70.8,0.143,3.94,0.408,0.0320
71.2,0.144,3.95,0.410,0.0321
71.4,0.144,3.97,0.412,0.0322
71.6,0.145,3.98,0.413,0.0323
71.8,0.145,3.99,0.414,0.0324
72.1,0.145,4.01,0.415,0.0325
72.5,0.146,4.03,0.416,0.0326
72.9,0.146,4.05,0.417,0.0327
73.1,0.146,4.06,0.418,0.0328
73.2,0.147,4.07,0.419,0.0329
73.5,0.147,4.08,0.421,0.0330
73.8,0.148,4.10,0.423,0.0331
74.1,0.149,4.12,0.425,0.0332
74.3,0.149,4.13,0.427,0.0333
74.5,0.150,4.14,0.428,0.0334
74.7,0.150,4.15,0.429,0.0335
75.1,0.150,4.17,0.430,0.0336
75.4,0.151,4.19,0.431,0.0337
75.6,0.151,4.20,0.432,0.0338
75.8,0.152,4.21,0.433,0.0339
76.0,0.152,4.22,0.434,0.0340
76.3,0.153,4.24,0.436,0.0341
76.5,0.153,4.25,0.437,0.0342
76.8,0.154,4.27,0.439,0.0343
77.1,0.154,4.28,0.440,0.0344
77.3,0.155,4.29,0.442,0.0345
77.5,0.155,4.30,0.443,0.0346
77.6,0.156,4.31,0.444,0.0347
77.8,0.156,4.32,0.446,0.0348
78.2,0.157,4.34,0.448,0.0349
78.5,0.158,4.36,0.450,0.0350
78.7,0.158,4.37,0.452,0.0351
78.9,0.159,4.39,0.453,0.0352
79.1,0.159,4.40,0.454,0.0353
79.4,0.159,4.41,0.455,0.0354
79.7,0.160,4.43,0.456,0.0355
80.0,0.160,4.45,0.457,0.0356
80.2,0.160,4.46,0.458,0.0357
80.4,0.161,4.47,0.459,0.0358
80.7,0.161,4.48,0.461,0.0358
81.0,0.162,4.50,0.463,0.0359
81.3,0.163,4.52,0.465,0.0360
81.4,0.163,4.52,0.467,0.0361
81.6,0.164,4.53,0.468,0.0362
81.7,0.164,4.54,0.469,0.0363
82.0,0.165,4.56,0.471,0.0364
82.4,0.166,4.58,0.473,0.0365
82.6,0.166,4.59,0.475,0.0366
82.8,0.167,4.60,0.476,0.0367
83.0,0.167,4.61,0.477,0.0368
83.2,0.167,4.62,0.478,0.0369
83.5,0.168,4.64,0.479,0.0370
83.7,0.168,4.65,0.480,0.0371
83.9,0.168,4.66,0.481,0.0372
84.1,0.169,4.67,0.482,0.0373
84.4,0.169,4.69,0.484,0.0374
84.7,0.170,4.70,0.486,0.0375
85.0,0.171,4.72,0.489,0.0376
85.1,0.171,4.73,0.490,0.0377
85.3,0.172,4.74,0.491,0.0378
85.5,0.172,4.75,0.492,0.0379
85.8,0.173,4.76,0.494,0.0380
86.1,0.174,4.78,0.497,0.0381
86.3,0.174,4.79,0.497,0.0382
86.5,0.174,4.81,0.497,0.0383
86.7,0.174,4.82,0.497,0.0384
87.0,0.175,4.83,0.499,0.0385
87.3,0.176,4.85,0.502,0.0386
87.6,0.176,4.87,0.503,0.0387
87.8,0.177,4.88,0.504,0.0388
88.0,0.177,4.89,0.506,0.0389
88.3,0.178,4.90,0.507,0.0390
88.6,0.178,4.92,0.510,0.0391
88.9,0.179,4.94,0.512,0.0392
89.1,0.179,4.95,0.513,0.0393
89.2,0.180,4.96,0.514,0.0394
89.5,0.180,4.97,0.515,0.0395
89.8,0.181,4.99,0.516,0.0396
90.1,0.181,5.01,0.517,0.0397
90.3,0.181,5.02,0.518,0.0398
90.5,0.182,5.03,0.519,0.0399
90.7,0.182,5.04,0.521,0.0400
91.1,0.183,5.06,0.523,0.0401
91.4,0.184,5.08,0.525,0.0402
91.6,0.184,5.09,0.526,0.0403
91.8,0.185,5.10,0.527,0.0404
92.0,0.185,5.11,0.529,0.0405
92.4,0.186,5.13,0.531,0.0406
92.8,0.187,5.15,0.533,0.0407
93.0,0.187,5.17,0.534,0.0408
93.2,0.187,5.18,0.534,0.0409
93.3,0.187,5.18,0.534,0.0410
93.6,0.188,5.20,0.536,0.0411
94.0,0.188,5.22,0.538,0.0412
94.3,0.189,5.24,0.540,0.0413
94.5,0.189,5.25,0.541,0.0414
94.7,0.190,5.26,0.542,0.0415
95.0,0.190,5.28,0.544,0.0416
95.3,0.191,5.29,0.546,0.0417
95.6,0.192,5.31,0.548,0.0418
95.8,0.192,5.32,0.549,0.0419
96.0,0.193,5.33,0.551,0.0420
96.2,0.193,5.35,0.552,0.0421
96.5,0.193,5.36,0.553,0.0422
96.8,0.194,5.38,0.554,0.0423
97.1,0.194,5.39,0.555,0.0424
97.3,0.195,5.40,0.556,0.0425
97.5,0.195,5.42,0.557,0.0425
97.7,0.195,5.43,0.559,0.0426
98.0,0.196,5.45,0.560,0.0427
98.3,0.197,5.46,0.562,0.0428
98.5,0.197,5.47,0.563,0.0429
98.7,0.198,5.49,0.565,0.0430
98.9,0.198,5.50,0.566,0.0431
99.1,0.199,5.51,0.567,0.0432
99.3,0.199,5.52,0.568,0.0433
99.6,0.200,5.54,0.571,0.0434
99.9,0.200,5.55,0.573,0.0435
100,0.201,5.57,0.574,0.0436
100,0.201,5.58,0.574,0.0437
101,0.201,5.59,0.574,0.0438
101,0.202,5.61,0.576,0.0439
101,0.203,5.62,0.579,0.0440
102,0.204,5.64,0.582,0.0441
102,0.204,5.66,0.583,0.0442
102,0.204,5.67,0.583,0.0443
102,0.204,5.68,0.584,0.0444
103,0.205,5.70,0.586,0.0445
103,0.206,5.72,0.588,0.0446
103,0.206,5.73,0.589,0.0447
103,0.207,5.74,0.590,0.0448
104,0.207,5.75,0.592,0.0449
104,0.208,5.77,0.594,0.0450
104,0.209,5.79,0.596,0.0451
105,0.209,5.81,0.598,0.0452
105,0.210,5.82,0.599,0.0453
105,0.210,5.82,0.600,0.0454
105,0.210,5.84,0.601,0.0455
106,0.211,5.86,0.602,0.0456
106,0.211,5.88,0.603,0.0457
106,0.211,5.89,0.604,0.0458
106,0.212,5.90,0.605,0.0459
107,0.212,5.92,0.607,0.0460
107,0.213,5.94,0.609,0.0461
107,0.214,5.96,0.611,0.0462
107,0.214,5.97,0.612,0.0463
108,0.215,5.98,0.614,0.0464
108,0.215,5.99,0.615,0.0465
108,0.216,6.01,0.617,0.0466
109,0.217,6.03,0.619,0.0467
109,0.217,6.04,0.621,0.0468
109,0.218,6.05,0.622,0.0469
109,0.218,6.06,0.623,0.0470
109,0.218,6.08,0.624,0.0471
110,0.219,6.10,0.625,0.0472
110,0.219,6.11,0.626,0.0473
110,0.220,6.12,0.627,0.0474
110,0.220,6.13,0.628,0.0475
111,0.221,6.14,0.630,0.0476
111,0.221,6.17,0.632,0.0477
111,0.222,6.19,0.634,0.0478
111,0.222,6.19,0.635,0.0479
112,0.223,6.20,0.637,0.0480
112,0.223,6.21,0.638,0.0481
112,0.224,6.23,0.639,0.0482
113,0.224,6.26,0.640,0.0483
113,0.224,6.27,0.641,0.0484
113,0.225,6.28,0.642,0.0485
113,0.225,6.29,0.643,0.0486
114,0.226,6.31,0.645,0.0487
114,0.227,6.33,0.648,0.0488
114,0.227,6.34,0.649,0.0489
114,0.228,6.34,0.650,0.0490
114,0.228,6.35,0.651,0.0491
115,0.229,6.37,0.653,0.0491
115,0.229,6.39,0.655,0.0492
115,0.230,6.41,0.657,0.0493
115,0.230,6.42,0.658,0.0494
116,0.231,6.42,0.660,0.0495
116,0.231,6.44,0.661,0.0496
116,0.232,6.46,0.662,0.0497
117,0.232,6.48,0.663,0.0498
117,0.232,6.49,0.664,0.0499
117,0.233,6.50,0.665,0.0500
117,0.233,6.51,0.666,0.0501
118,0.234,6.53,0.669,0.0502
118,0.235,6.55,0.671,0.0503
118,0.235,6.56,0.672,0.0504
118,0.236,6.57,0.673,0.0505
118,0.236,6.57,0.674,0.0506
119,0.236,6.59,0.675,0.0507
119,0.237,6.61,0.677,0.0508
119,0.237,6.62,0.678,0.0509
119,0.238,6.64,0.679,0.0510
120,0.238,6.65,0.680,0.0511
120,0.238,6.66,0.681,0.0512
120,0.239,6.67,0.683,0.0513
120,0.240,6.68,0.684,0.0514
121,0.240,6.70,0.686,0.0515
121,0.241,6.71,0.687,0.0516
121,0.241,6.72,0.689,0.0517
121,0.241,6.73,0.690,0.0518
121,0.242,6.74,0.691,0.0519
122,0.243,6.76,0.693,0.0520
122,0.243,6.78,0.695,0.0521
122,0.244,6.80,0.697,0.0522
122,0.244,6.80,0.697,0.0523
123,0.244,6.81,0.697,0.0524
123,0.244,6.83,0.698,0.0525
123,0.245,6.85,0.700,0.0526
124,0.246,6.87,0.702,0.0527
124,0.246,6.88,0.704,0.0528
124,0.247,6.88,0.705,0.0529
124,0.247,6.90,0.706,0.0530
124,0.248,6.92,0.709,0.0531
125,0.249,6.94,0.711,0.0532
125,0.249,6.95,0.712,0.0533
125,0.250,6.96,0.713,0.0534
125,0.250,6.96,0.714,0.0535
126,0.250,6.98,0.715,0.0536
126,0.251,7.00,0.716,0.0537
126,0.251,7.01,0.718,0.0538
126,0.252,7.02,0.719,0.0539
127,0.252,7.03,0.720,0.0540
127,0.253,7.05,0.722,0.0541
127,0.253,7.07,0.724,0.0542
128,0.254,7.08,0.726,0.0543
128,0.254,7.10,0.727,0.0544
128,0.255,7.11,0.728,0.0545
128,0.255,7.12,0.730,0.0546
128,0.256,7.14,0.732,0.0547
129,0.257,7.15,0.734,0.0548
129,0.257,7.17,0.734,0.0549
129,0.257,7.18,0.734,0.0550
129,0.257,7.19,0.735,0.0551
130,0.258,7.21,0.737,0.0552
130,0.259,7.22,0.739,0.0553
130,0.259,7.24,0.741,0.0554
130,0.260,7.25,0.742,0.0555
131,0.260,7.26,0.743,0.0556
131,0.261,7.28,0.745,0.0557
131,0.261,7.29,0.747,0.0558
132,0.262,7.31,0.749,0.0558
132,0.262,7.32,0.750,0.0559
132,0.263,7.33,0.751,0.0560
132,0.263,7.34,0.752,0.0561
133,0.264,7.36,0.753,0.0562
133,0.264,7.38,0.754,0.0563
133,0.264,7.39,0.755,0.0564
133,0.265,7.39,0.756,0.0565
133,0.265,7.41,0.758,0.0566
134,0.266,7.43,0.760,0.0567
134,0.267,7.45,0.762,0.0568
134,0.267,7.46,0.764,0.0569
134,0.268,7.47,0.765,0.0570
135,0.268,7.47,0.766,0.0571
135,0.269,7.50,0.768,0.0572
135,0.270,7.52,0.770,0.0573
136,0.270,7.53,0.771,0.0574
136,0.270,7.54,0.771,0.0575
136,0.270,7.54,0.771,0.0576
136,0.271,7.56,0.773,0.0577
137,0.271,7.58,0.775,0.0578
137,0.272,7.60,0.777,0.0579
137,0.272,7.61,0.778,0.0580
137,0.273,7.62,0.779,0.0581
137,0.273,7.63,0.781,0.0582
138,0.274,7.65,0.783,0.0583
138,0.275,7.67,0.785,0.0584
138,0.275,7.68,0.787,0.0585
138,0.276,7.69,0.788,0.0586
139,0.276,7.70,0.789,0.0587
139,0.276,7.72,0.790,0.0588
139,0.277,7.73,0.791,0.0589
139,0.277,7.75,0.792,0.0590
140,0.278,7.76,0.793,0.0591
140,0.278,7.77,0.794,0.0592
140,0.279,7.79,0.796,0.0593
140,0.279,7.80,0.799,0.0594
141,0.280,7.82,0.800,0.0595
141,0.281,7.82,0.801,0.0596
141,0.281,7.83,0.803,0.0597
141,0.281,7.84,0.804,0.0598
141,0.282,7.86,0.806,0.0599
142,0.282,7.87,0.807,0.0600
142,0.283,7.89,0.809,0.0601
142,0.283,7.90,0.809,0.0602
142,0.283,7.91,0.810,0.0603
142,0.284,7.92,0.811,0.0604
143,0.284,7.92,0.811,0.0605
143,0.285,7.94,0.813,0.0606
143,0.285,7.96,0.815,0.0607
144,0.286,7.97,0.817,0.0608
144,0.286,7.98,0.818,0.0609
144,0.287,7.99,0.819,0.0610
144,0.287,8.01,0.821,0.0611
144,0.288,8.03,0.823,0.0612
145,0.289,8.04,0.825,0.0613
145,0.289,8.06,0.827,0.0614
145,0.290,8.07,0.828,0.0615
145,0.290,8.08,0.829,0.0616
145,0.290,8.08,0.830,0.0617
146,0.291,8.09,0.831,0.0618
146,0.291,8.10,0.833,0.0619
146,0.292,8.11,0.835,0.0620
146,0.293,8.12,0.837,0.0621
147,0.294,8.14,0.839,0.0622
147,0.294,8.16,0.841,0.0623
147,0.295,8.18,0.843,0.0624
147,0.295,8.19,0.843,0.0625
147,0.295,8.19,0.843,0.0625
148,0.296,8.21,0.844,0.0626
148,0.296,8.23,0.846,0.0627
149,0.297,8.25,0.849,0.0628
149,0.297,8.26,0.850,0.0629
149,0.298,8.27,0.851,0.0630
149,0.298,8.28,0.852,0.0631
149,0.299,8.30,0.854,0.0632
150,0.300,8.32,0.857,0.0633
150,0.300,8.33,0.858,0.0634
150,0.301,8.34,0.859,0.0635
150,0.301,8.35,0.860,0.0636
151,0.301,8.37,0.861,0.0637
151,0.302,8.39,0.862,0.0638
151,0.302,8.40,0.863,0.0639
151,0.303,8.41,0.864,0.0640
152,0.303,8.42,0.866,0.0641
152,0.304,8.44,0.868,0.0642
152,0.304,8.46,0.870,0.0643
153,0.305,8.47,0.872,0.0644
153,0.305,8.48,0.873,0.0645
153,0.306,8.50,0.874,0.0646
153,0.306,8.50,0.875,0.0647
153,0.307,8.51,0.876,0.0648
153,0.307,8.52,0.877,0.0649
154,0.307,8.53,0.878,0.0650
154,0.308,8.54,0.879,0.0651
154,0.308,8.55,0.881,0.0652
154,0.309,8.57,0.883,0.0653
155,0.310,8.59,0.885,0.0654
155,0.310,8.60,0.886,0.0655
155,0.311,8.61,0.887,0.0656
155,0.311,8.62,0.889,0.0657
155,0.312,8.64,0.891,0.0658
156,0.313,8.66,0.893,0.0659
156,0.313,8.67,0.895,0.0660
156,0.314,8.68,0.896,0.0661
156,0.314,8.68,0.897,0.0662
157,0.314,8.70,0.898,0.0663
157,0.315,8.72,0.899,0.0664
157,0.315,8.74,0.900,0.0665
157,0.315,8.75,0.901,0.0666
158,0.316,8.76,0.902,0.0667
158,0.316,8.77,0.904,0.0668
158,0.317,8.78,0.906,0.0669
158,0.318,8.80,0.908,0.0670
159,0.318,8.81,0.909,0.0671
159,0.319,8.82,0.911,0.0672
159,0.319,8.84,0.912,0.0673
159,0.320,8.85,0.914,0.0674
160,0.321,8.87,0.916,0.0675
160,0.321,8.88,0.917,0.0676
160,0.321,8.89,0.917,0.0677
160,0.321,8.90,0.917,0.0678
160,0.322,8.91,0.919,0.0679
161,0.322,8.93,0.921,0.0680
161,0.323,8.95,0.923,0.0681
161,0.323,8.96,0.924,0.0682
161,0.324,8.97,0.925,0.0683
162,0.324,8.98,0.927,0.0684
162,0.325,8.99,0.928,0.0685
162,0.325,9.01,0.930,0.0686
162,0.326,9.02,0.931,0.0687
163,0.326,9.03,0.932,0.0688
163,0.326,9.04,0.933,0.0689
163,0.327,9.05,0.933,0.0690
163,0.327,9.06,0.934,0.0691
163,0.328,9.07,0.936,0.0691
164,0.328,9.09,0.938,0.0692
164,0.329,9.10,0.940,0.0693
164,0.329,9.11,0.941,0.0694
164,0.330,9.12,0.942,0.0695
