Force (N),Position (mm),Stress (MPa),Strain (%),Time (min)
-16.3,2.07,-0.907,5.90,0.417
-16.3,2.07,-0.907,5.90,0.417
-16.3,2.07,-0.907,5.90,0.417
-16.3,2.07,-0.907,5.91,0.417
-16.3,2.07,-0.907,5.91,0.417
-16.3,2.07,-0.907,5.91,0.417
-16.3,2.07,-0.907,5.91,0.417
-16.3,2.07,-0.907,5.91,0.417
-16.3,2.07,-0.907,5.91,0.417
-16.3,2.07,-0.907,5.91,0.418
-16.3,2.07,-0.907,5.92,0.418
-16.3,2.07,-0.907,5.92,0.418
-16.4,2.07,-0.910,5.92,0.418
-16.4,2.07,-0.913,5.92,0.418
-16.5,2.07,-0.916,5.92,0.418
-16.4,2.07,-0.913,5.92,0.418
-16.4,2.07,-0.909,5.92,0.418
-16.4,2.07,-0.909,5.93,0.418
-16.4,2.07,-0.912,5.93,0.418
-16.5,2.07,-0.916,5.93,0.419
-16.5,2.08,-0.917,5.93,0.419
-16.5,2.08,-0.917,5.93,0.419
-16.5,2.08,-0.917,5.93,0.419
-16.5,2.08,-0.917,5.94,0.419
-16.5,2.08,-0.917,5.94,0.419
-16.5,2.08,-0.917,5.94,0.419
-16.5,2.08,-0.917,5.94,0.419
-16.5,2.08,-0.917,5.94,0.419
-16.5,2.08,-0.917,5.94,0.419
-16.5,2.08,-0.917,5.94,0.419
-16.5,2.08,-0.917,5.94,0.420
-16.5,2.08,-0.917,5.95,0.420
-16.5,2.08,-0.917,5.95,0.420
-16.5,2.08,-0.917,5.95,0.420
-16.5,2.08,-0.917,5.95,0.420
-16.5,2.08,-0.917,5.95,0.420
-16.5,2.08,-0.914,5.95,0.420
-16.4,2.08,-0.912,5.95,0.420
-16.4,2.08,-0.909,5.95,0.420
-16.3,2.08,-0.907,5.95,0.420
-16.3,2.08,-0.907,5.96,0.421
-16.3,2.09,-0.907,5.96,0.421
-16.3,2.09,-0.907,5.96,0.421
-16.3,2.09,-0.907,5.96,0.421
-16.3,2.09,-0.907,5.96,0.421
-16.3,2.09,-0.907,5.96,0.421
-16.3,2.09,-0.907,5.97,0.421
-16.3,2.09,-0.907,5.97,0.421
-16.3,2.09,-0.907,5.97,0.421
-16.3,2.09,-0.907,5.97,0.421
-16.3,2.09,-0.907,5.97,0.422
-16.3,2.09,-0.907,5.97,0.422
-16.3,2.09,-0.907,5.98,0.422
-16.3,2.09,-0.907,5.98,0.422
-16.3,2.09,-0.907,5.98,0.422
-16.3,2.09,-0.907,5.98,0.422
-16.3,2.09,-0.907,5.98,0.422
-16.3,2.09,-0.907,5.98,0.422
-16.3,2.09,-0.907,5.98,0.422
-16.3,2.10,-0.907,5.99,0.422
-16.3,2.10,-0.907,5.99,0.423
-16.3,2.10,-0.907,5.99,0.423
-16.3,2.10,-0.907,5.99,0.423
-16.3,2.10,-0.907,5.99,0.423
-16.3,2.10,-0.907,5.99,0.423
-16.3,2.10,-0.907,5.99,0.423
-16.3,2.10,-0.907,6.00,0.423
-16.3,2.10,-0.907,6.00,0.423
-16.3,2.10,-0.907,6.00,0.423
-16.3,2.10,-0.907,6.00,0.423
-16.3,2.10,-0.907,6.00,0.424
-16.3,2.10,-0.907,6.00,0.424
-16.3,2.10,-0.907,6.01,0.424
-16.4,2.10,-0.911,6.01,0.424
-16.5,2.10,-0.914,6.01,0.424
-16.5,2.10,-0.915,6.01,0.424
-16.4,2.10,-0.912,6.01,0.424
-16.3,2.10,-0.908,6.01,0.424
-16.3,2.10,-0.907,6.01,0.424
-16.3,2.10,-0.907,6.01,0.424
-16.3,2.11,-0.907,6.01,0.425
-16.3,2.11,-0.907,6.02,0.425
-16.3,2.11,-0.907,6.02,0.425
-16.4,2.11,-0.909,6.02,0.425
-16.4,2.11,-0.913,6.02,0.425
-16.5,2.11,-0.916,6.02,0.425
-16.5,2.11,-0.917,6.02,0.425
-16.5,2.11,-0.917,6.02,0.425
-16.5,2.11,-0.916,6.03,0.425
-16.4,2.11,-0.913,6.03,0.425
-16.4,2.11,-0.909,6.03,0.426
-16.3,2.11,-0.907,6.03,0.426
-16.3,2.11,-0.907,6.03,0.426
-16.3,2.11,-0.907,6.03,0.426
-16.3,2.11,-0.907,6.04,0.426
-16.3,2.11,-0.907,6.04,0.426
-16.3,2.11,-0.907,6.04,0.426
-16.3,2.11,-0.907,6.04,0.426
-16.3,2.11,-0.907,6.04,0.426
-16.3,2.12,-0.907,6.04,0.426
-16.3,2.12,-0.907,6.04,0.426
-16.3,2.12,-0.907,6.04,0.427
-16.3,2.12,-0.907,6.04,0.427
-16.3,2.12,-0.907,6.05,0.427
-16.3,2.12,-0.907,6.05,0.427
-16.3,2.12,-0.907,6.05,0.427
-16.3,2.12,-0.907,6.05,0.427
-16.3,2.12,-0.907,6.05,0.427
-16.3,2.12,-0.907,6.06,0.427
-16.3,2.12,-0.907,6.06,0.427
-16.3,2.12,-0.907,6.06,0.427
-16.3,2.12,-0.907,6.06,0.428
-16.3,2.12,-0.907,6.06,0.428
-16.3,2.12,-0.907,6.06,0.428
-16.3,2.12,-0.907,6.06,0.428
-16.3,2.12,-0.907,6.06,0.428
-16.3,2.12,-0.907,6.06,0.428
-16.3,2.12,-0.907,6.07,0.428
-16.3,2.12,-0.907,6.07,0.428
-16.3,2.12,-0.907,6.07,0.428
-16.3,2.13,-0.907,6.07,0.428
-16.3,2.13,-0.907,6.07,0.429
-16.3,2.13,-0.907,6.07,0.429
-16.3,2.13,-0.907,6.08,0.429
-16.3,2.13,-0.907,6.08,0.429
-16.3,2.13,-0.907,6.08,0.429
-16.3,2.13,-0.907,6.08,0.429
-16.3,2.13,-0.907,6.08,0.429
-16.3,2.13,-0.907,6.08,0.429
-16.3,2.13,-0.907,6.08,0.429
-16.3,2.13,-0.907,6.08,0.429
-16.3,2.13,-0.907,6.08,0.430
-16.3,2.13,-0.907,6.09,0.430
-16.3,2.13,-0.907,6.09,0.430
-16.3,2.13,-0.907,6.09,0.430
-16.3,2.13,-0.907,6.09,0.430
-16.3,2.13,-0.907,6.09,0.430
-16.3,2.13,-0.907,6.10,0.430
-16.3,2.13,-0.907,6.10,0.430
-16.3,2.13,-0.907,6.10,0.430
-16.3,2.13,-0.907,6.10,0.430
-16.3,2.14,-0.907,6.10,0.431
-16.3,2.14,-0.907,6.10,0.431
-16.3,2.14,-0.907,6.10,0.431
-16.3,2.14,-0.907,6.10,0.431
-16.3,2.14,-0.907,6.10,0.431
-16.3,2.14,-0.907,6.11,0.431
-16.3,2.14,-0.907,6.11,0.431
-16.3,2.14,-0.907,6.11,0.431
-16.3,2.14,-0.907,6.11,0.431
-16.3,2.14,-0.907,6.11,0.431
-16.3,2.14,-0.907,6.11,0.432
-16.3,2.14,-0.907,6.12,0.432
-16.3,2.14,-0.907,6.12,0.432
-16.3,2.14,-0.907,6.12,0.432
-16.3,2.14,-0.907,6.12,0.432
-16.3,2.14,-0.907,6.12,0.432
-16.3,2.14,-0.907,6.12,0.432
-16.3,2.14,-0.907,6.12,0.432
-16.3,2.14,-0.907,6.13,0.432
-16.3,2.14,-0.907,6.13,0.432
-16.3,2.14,-0.907,6.13,0.432
-16.3,2.15,-0.907,6.13,0.433
-16.3,2.15,-0.907,6.13,0.433
-16.3,2.15,-0.907,6.13,0.433
-16.3,2.15,-0.907,6.13,0.433
-16.3,2.15,-0.907,6.14,0.433
-16.3,2.15,-0.907,6.14,0.433
-16.3,2.15,-0.907,6.14,0.433
-16.3,2.15,-0.907,6.14,0.433
-16.3,2.15,-0.907,6.14,0.433
-16.3,2.15,-0.907,6.14,0.433
-16.3,2.15,-0.907,6.14,0.434
-16.3,2.15,-0.907,6.14,0.434
-16.3,2.15,-0.907,6.15,0.434
-16.3,2.15,-0.907,6.15,0.434
-16.3,2.15,-0.907,6.15,0.434
-16.3,2.15,-0.907,6.15,0.434
-16.3,2.15,-0.907,6.15,0.434
-16.3,2.15,-0.907,6.15,0.434
-16.3,2.15,-0.907,6.16,0.434
-16.3,2.16,-0.907,6.16,0.434
-16.3,2.16,-0.907,6.16,0.435
-16.3,2.16,-0.907,6.16,0.435
-16.3,2.16,-0.907,6.16,0.435
-16.3,2.16,-0.907,6.16,0.435
-16.3,2.16,-0.907,6.16,0.435
-16.3,2.16,-0.907,6.16,0.435
-16.3,2.16,-0.907,6.17,0.435
-16.3,2.16,-0.907,6.17,0.435
-16.3,2.16,-0.907,6.17,0.435
-16.3,2.16,-0.907,6.17,0.435
-16.3,2.16,-0.907,6.17,0.436
-16.3,2.16,-0.907,6.17,0.436
-16.3,2.16,-0.907,6.18,0.436
-16.3,2.16,-0.907,6.18,0.436
-16.3,2.16,-0.907,6.18,0.436
-16.3,2.16,-0.907,6.18,0.436
-16.3,2.16,-0.907,6.18,0.436
-16.3,2.16,-0.907,6.18,0.436
-16.3,2.16,-0.907,6.18,0.436
-16.3,2.16,-0.907,6.19,0.436
-16.3,2.17,-0.907,6.19,0.437
-16.3,2.17,-0.907,6.19,0.437
-16.3,2.17,-0.907,6.19,0.437
-16.3,2.17,-0.907,6.19,0.437
-16.3,2.17,-0.907,6.19,0.437
-16.3,2.17,-0.907,6.19,0.437
-16.3,2.17,-0.907,6.19,0.437
-16.3,2.17,-0.907,6.19,0.437
-16.3,2.17,-0.907,6.20,0.437
-16.3,2.17,-0.907,6.20,0.437
-16.3,2.17,-0.907,6.20,0.438
-16.3,2.17,-0.908,6.20,0.438
-16.4,2.17,-0.910,6.20,0.438
-16.4,2.17,-0.912,6.20,0.438
-16.5,2.17,-0.914,6.20,0.438
-16.5,2.17,-0.916,6.21,0.438
-16.4,2.17,-0.914,6.21,0.438
-16.4,2.17,-0.910,6.21,0.438
-16.3,2.17,-0.907,6.21,0.438
-16.3,2.17,-0.907,6.21,0.438
-16.3,2.17,-0.907,6.21,0.439
-16.3,2.18,-0.907,6.22,0.439
-16.3,2.18,-0.907,6.22,0.439
-16.3,2.18,-0.907,6.22,0.439
-16.3,2.18,-0.907,6.22,0.439
-16.3,2.18,-0.907,6.22,0.439
-16.3,2.18,-0.907,6.22,0.439
-16.3,2.18,-0.907,6.22,0.439
-16.3,2.18,-0.907,6.23,0.439
-16.3,2.18,-0.907,6.23,0.439
-16.3,2.18,-0.907,6.23,0.439
-16.3,2.18,-0.907,6.23,0.440
-16.3,2.18,-0.907,6.23,0.440
-16.3,2.18,-0.907,6.23,0.440
-16.3,2.18,-0.907,6.23,0.440
-16.3,2.18,-0.907,6.24,0.440
-16.3,2.18,-0.907,6.24,0.440
-16.3,2.18,-0.907,6.24,0.440
-16.3,2.18,-0.907,6.24,0.440
-16.3,2.19,-0.907,6.24,0.440
-16.3,2.19,-0.907,6.24,0.440
-16.3,2.19,-0.907,6.25,0.441
-16.3,2.19,-0.907,6.25,0.441
-16.3,2.19,-0.907,6.25,0.441
-16.3,2.19,-0.907,6.25,0.441
-16.4,2.19,-0.910,6.25,0.441
-16.4,2.19,-0.914,6.25,0.441
-16.5,2.19,-0.917,6.25,0.441
-16.5,2.19,-0.917,6.25,0.441
-16.5,2.19,-0.917,6.26,0.441
-16.5,2.19,-0.917,6.26,0.441
-16.5,2.19,-0.917,6.26,0.442
-16.5,2.19,-0.917,6.26,0.442
-16.4,2.19,-0.913,6.26,0.442
-16.4,2.19,-0.910,6.26,0.442
-16.3,2.19,-0.907,6.26,0.442
-16.3,2.19,-0.907,6.26,0.442
-16.3,2.19,-0.907,6.27,0.442
-16.3,2.19,-0.907,6.27,0.442
-16.3,2.19,-0.907,6.27,0.442
-16.3,2.19,-0.907,6.27,0.442
-16.3,2.20,-0.907,6.27,0.443
-16.3,2.20,-0.907,6.27,0.443
-16.3,2.20,-0.907,6.28,0.443
-16.3,2.20,-0.907,6.28,0.443
-16.3,2.20,-0.907,6.28,0.443
-16.3,2.20,-0.907,6.28,0.443
-16.3,2.20,-0.907,6.28,0.443
-16.3,2.20,-0.907,6.28,0.443
-16.3,2.20,-0.907,6.28,0.443
-16.3,2.20,-0.907,6.29,0.443
-16.3,2.20,-0.907,6.29,0.444
-16.3,2.20,-0.907,6.29,0.444
-16.3,2.20,-0.907,6.29,0.444
-16.3,2.20,-0.907,6.29,0.444
-16.3,2.20,-0.907,6.29,0.444
-16.3,2.20,-0.907,6.29,0.444
-16.3,2.20,-0.907,6.30,0.444
-16.3,2.20,-0.907,6.30,0.444
-16.3,2.20,-0.907,6.30,0.444
-16.3,2.20,-0.907,6.30,0.444
-16.3,2.20,-0.907,6.30,0.445
-16.3,2.21,-0.907,6.30,0.445
-16.3,2.21,-0.907,6.30,0.445
-16.3,2.21,-0.907,6.30,0.445
-16.3,2.21,-0.907,6.31,0.445
-16.3,2.21,-0.907,6.31,0.445
-16.3,2.21,-0.907,6.31,0.445
-16.3,2.21,-0.907,6.31,0.445
-16.3,2.21,-0.907,6.31,0.445
-16.3,2.21,-0.907,6.31,0.445
-16.3,2.21,-0.907,6.32,0.446
-16.4,2.21,-0.909,6.32,0.446
-16.4,2.21,-0.912,6.32,0.446
-16.5,2.21,-0.916,6.32,0.446
-16.5,2.21,-0.917,6.32,0.446
-16.5,2.21,-0.917,6.32,0.446
-16.5,2.21,-0.917,6.32,0.446
-16.5,2.21,-0.917,6.32,0.446
-16.5,2.21,-0.917,6.32,0.446
-16.5,2.21,-0.917,6.33,0.446
-16.5,2.21,-0.917,6.33,0.446
-16.5,2.21,-0.917,6.33,0.447
-16.5,2.22,-0.917,6.33,0.447
-16.5,2.22,-0.917,6.33,0.447
-16.5,2.22,-0.917,6.33,0.447
-16.5,2.22,-0.917,6.34,0.447
-16.5,2.22,-0.917,6.34,0.447
-16.5,2.22,-0.917,6.34,0.447
-16.5,2.22,-0.917,6.34,0.447
-16.5,2.22,-0.917,6.34,0.447
-16.5,2.22,-0.917,6.34,0.447
-16.5,2.22,-0.917,6.34,0.448
-16.5,2.22,-0.917,6.34,0.448
-16.5,2.22,-0.917,6.35,0.448
-16.5,2.22,-0.917,6.35,0.448
-16.5,2.22,-0.917,6.35,0.448
-16.5,2.22,-0.917,6.35,0.448
-16.5,2.22,-0.917,6.35,0.448
-16.5,2.22,-0.917,6.35,0.448
-16.5,2.22,-0.917,6.36,0.448
-16.5,2.23,-0.917,6.36,0.448
-16.5,2.23,-0.917,6.36,0.449
-16.5,2.23,-0.917,6.36,0.449
-16.5,2.23,-0.917,6.36,0.449
-16.5,2.23,-0.917,6.36,0.449
-16.5,2.23,-0.917,6.36,0.449
-16.5,2.23,-0.917,6.36,0.449
-16.5,2.23,-0.917,6.37,0.449
-16.5,2.23,-0.917,6.37,0.449
-16.5,2.23,-0.917,6.37,0.449
-16.5,2.23,-0.917,6.37,0.449
-16.5,2.23,-0.914,6.37,0.450
-16.4,2.23,-0.911,6.37,0.450
-16.3,2.23,-0.907,6.37,0.450
-16.3,2.23,-0.907,6.38,0.450
-16.3,2.23,-0.907,6.38,0.450
-16.3,2.23,-0.907,6.38,0.450
-16.3,2.23,-0.907,6.38,0.450
-16.3,2.23,-0.907,6.38,0.450
-16.4,2.23,-0.910,6.38,0.450
-16.4,2.23,-0.914,6.38,0.450
-16.5,2.24,-0.917,6.39,0.451
-16.5,2.24,-0.917,6.39,0.451
-16.5,2.24,-0.917,6.39,0.451
-16.5,2.24,-0.917,6.39,0.451
-16.5,2.24,-0.917,6.39,0.451
-16.5,2.24,-0.917,6.39,0.451
-16.5,2.24,-0.917,6.40,0.451
-16.5,2.24,-0.917,6.40,0.451
-16.5,2.24,-0.917,6.40,0.451
-16.5,2.24,-0.917,6.40,0.451
-16.5,2.24,-0.917,6.40,0.452
-16.5,2.24,-0.917,6.40,0.452
-16.5,2.24,-0.917,6.40,0.452
-16.5,2.24,-0.917,6.40,0.452
-16.5,2.24,-0.917,6.41,0.452
-16.5,2.24,-0.917,6.41,0.452
-16.5,2.24,-0.917,6.41,0.452
-16.5,2.24,-0.917,6.41,0.452
-16.5,2.24,-0.917,6.41,0.452
-16.5,2.24,-0.917,6.41,0.452
-16.5,2.25,-0.917,6.42,0.452
-16.5,2.25,-0.917,6.42,0.453
-16.5,2.25,-0.917,6.42,0.453
-16.5,2.25,-0.917,6.42,0.453
-16.5,2.25,-0.915,6.42,0.453
-16.4,2.25,-0.912,6.42,0.453
-16.3,2.25,-0.908,6.42,0.453
-16.3,2.25,-0.907,6.42,0.453
-16.3,2.25,-0.907,6.42,0.453
-16.3,2.25,-0.907,6.43,0.453
-16.3,2.25,-0.907,6.43,0.453
-16.3,2.25,-0.907,6.43,0.454
-16.4,2.25,-0.909,6.43,0.454
-16.4,2.25,-0.913,6.43,0.454
-16.5,2.25,-0.916,6.43,0.454
-16.5,2.25,-0.917,6.44,0.454
-16.5,2.25,-0.917,6.44,0.454
-16.5,2.25,-0.917,6.44,0.454
-16.5,2.25,-0.917,6.44,0.454
-16.5,2.25,-0.917,6.44,0.454
-16.5,2.26,-0.917,6.44,0.454
-16.5,2.26,-0.917,6.44,0.455
-16.5,2.26,-0.917,6.44,0.455
-16.5,2.26,-0.917,6.45,0.455
-16.5,2.26,-0.917,6.45,0.455
-16.5,2.26,-0.917,6.45,0.455
-16.5,2.26,-0.917,6.45,0.455
-16.5,2.26,-0.917,6.45,0.455
-16.5,2.26,-0.917,6.45,0.455
-16.5,2.26,-0.917,6.46,0.455
-16.5,2.26,-0.917,6.46,0.455
-16.5,2.26,-0.917,6.46,0.456
-16.5,2.26,-0.917,6.46,0.456
-16.5,2.26,-0.917,6.46,0.456
-16.5,2.26,-0.917,6.46,0.456
-16.5,2.26,-0.917,6.47,0.456
-16.5,2.26,-0.917,6.47,0.456
-16.5,2.26,-0.917,6.47,0.456
-16.5,2.26,-0.917,6.47,0.456
-16.5,2.26,-0.917,6.47,0.456
-16.5,2.26,-0.917,6.47,0.456
-16.5,2.27,-0.917,6.47,0.457
-16.5,2.27,-0.917,6.47,0.457
-16.5,2.27,-0.917,6.47,0.457
-16.5,2.27,-0.917,6.48,0.457
-16.5,2.27,-0.917,6.48,0.457
-16.5,2.27,-0.916,6.48,0.457
-16.4,2.27,-0.912,6.48,0.457
-16.4,2.27,-0.909,6.48,0.457
-16.4,2.27,-0.909,6.48,0.457
-16.4,2.27,-0.913,6.48,0.457
-16.5,2.27,-0.916,6.49,0.458
-16.5,2.27,-0.917,6.49,0.458
-16.5,2.27,-0.917,6.49,0.458
-16.5,2.27,-0.917,6.49,0.458
-16.5,2.27,-0.917,6.49,0.458
-16.5,2.27,-0.917,6.49,0.458
-16.5,2.27,-0.917,6.50,0.458
-16.5,2.27,-0.917,6.50,0.458
-16.5,2.27,-0.917,6.50,0.458
-16.5,2.27,-0.917,6.50,0.458
-16.5,2.28,-0.917,6.50,0.459
-16.5,2.28,-0.917,6.50,0.459
-16.5,2.28,-0.917,6.50,0.459
-16.5,2.28,-0.917,6.50,0.459
-16.5,2.28,-0.917,6.50,0.459
-16.5,2.28,-0.917,6.51,0.459
-16.5,2.28,-0.917,6.51,0.459
-16.5,2.28,-0.917,6.51,0.459
-16.5,2.28,-0.917,6.51,0.459
-16.5,2.28,-0.915,6.51,0.459
-16.4,2.28,-0.911,6.51,0.459
-16.3,2.28,-0.908,6.52,0.460
-16.3,2.28,-0.907,6.52,0.460
-16.3,2.28,-0.907,6.52,0.460
-16.3,2.28,-0.907,6.52,0.460
-16.3,2.28,-0.907,6.52,0.460
-16.3,2.28,-0.907,6.52,0.460
-16.3,2.28,-0.907,6.52,0.460
-16.3,2.28,-0.907,6.52,0.460
-16.3,2.28,-0.907,6.53,0.460
-16.3,2.28,-0.907,6.53,0.460
-16.3,2.29,-0.907,6.53,0.461
-16.3,2.29,-0.907,6.53,0.461
-16.3,2.29,-0.907,6.53,0.461
-16.3,2.29,-0.907,6.53,0.461
-16.3,2.29,-0.907,6.54,0.461
-16.3,2.29,-0.907,6.54,0.461
-16.3,2.29,-0.907,6.54,0.461
-16.3,2.29,-0.907,6.54,0.461
-16.3,2.29,-0.907,6.54,0.461
-16.3,2.29,-0.907,6.54,0.461
-16.3,2.29,-0.907,6.54,0.462
-16.3,2.29,-0.907,6.55,0.462
-16.3,2.29,-0.907,6.55,0.462
-16.3,2.29,-0.907,6.55,0.462
-16.3,2.29,-0.907,6.55,0.462
-16.3,2.29,-0.907,6.55,0.462
-16.3,2.29,-0.907,6.55,0.462
-16.3,2.29,-0.907,6.55,0.462
-16.3,2.29,-0.907,6.56,0.462
-16.3,2.29,-0.907,6.56,0.462
-16.3,2.30,-0.907,6.56,0.463
-16.3,2.30,-0.907,6.56,0.463
-16.3,2.30,-0.907,6.56,0.463
-16.3,2.30,-0.907,6.56,0.463
-16.3,2.30,-0.907,6.56,0.463
-16.3,2.30,-0.907,6.56,0.463
-16.3,2.30,-0.907,6.57,0.463
-16.3,2.30,-0.907,6.57,0.463
-16.3,2.30,-0.907,6.57,0.463
-16.3,2.30,-0.907,6.57,0.463
-16.3,2.30,-0.907,6.57,0.464
-16.3,2.30,-0.907,6.57,0.464
-16.3,2.30,-0.907,6.57,0.464
-16.3,2.30,-0.907,6.58,0.464
-16.3,2.30,-0.907,6.58,0.464
-16.3,2.30,-0.907,6.58,0.464
-16.3,2.30,-0.907,6.58,0.464
-16.3,2.30,-0.907,6.58,0.464
-16.3,2.30,-0.907,6.58,0.464
-16.3,2.30,-0.907,6.58,0.464
-16.3,2.31,-0.907,6.59,0.465
-16.3,2.31,-0.907,6.59,0.465
-16.3,2.31,-0.907,6.59,0.465
-16.3,2.31,-0.907,6.59,0.465
-16.3,2.31,-0.907,6.59,0.465
-16.3,2.31,-0.907,6.59,0.465
-16.3,2.31,-0.907,6.59,0.465
-16.3,2.31,-0.907,6.60,0.465
-16.3,2.31,-0.907,6.60,0.465
-16.3,2.31,-0.907,6.60,0.465
-16.3,2.31,-0.907,6.60,0.465
-16.3,2.31,-0.907,6.60,0.466
-16.3,2.31,-0.907,6.60,0.466
-16.3,2.31,-0.907,6.61,0.466
-16.3,2.31,-0.907,6.61,0.466
-16.3,2.31,-0.907,6.61,0.466
-16.3,2.31,-0.907,6.61,0.466
-16.3,2.31,-0.907,6.61,0.466
-16.3,2.31,-0.907,6.61,0.466
-16.3,2.31,-0.907,6.61,0.466
-16.3,2.31,-0.907,6.61,0.466
-16.3,2.32,-0.907,6.62,0.467
-16.3,2.32,-0.907,6.62,0.467
-16.3,2.32,-0.907,6.62,0.467
-16.3,2.32,-0.907,6.62,0.467
-16.3,2.32,-0.907,6.62,0.467
-16.3,2.32,-0.907,6.62,0.467
-16.3,2.32,-0.907,6.63,0.467
-16.3,2.32,-0.907,6.63,0.467
-16.3,2.32,-0.907,6.63,0.467
-16.4,2.32,-0.910,6.63,0.467
-16.4,2.32,-0.913,6.63,0.468
-16.5,2.32,-0.917,6.63,0.468
-16.5,2.32,-0.917,6.63,0.468
-16.5,2.32,-0.917,6.63,0.468
-16.5,2.32,-0.915,6.64,0.468
-16.4,2.32,-0.912,6.64,0.468
-16.3,2.32,-0.908,6.64,0.468
-16.3,2.32,-0.907,6.64,0.468
-16.3,2.32,-0.907,6.64,0.468
-16.3,2.33,-0.907,6.64,0.468
-16.3,2.33,-0.907,6.64,0.469
-16.3,2.33,-0.907,6.65,0.469
-16.3,2.33,-0.907,6.65,0.469
-16.3,2.33,-0.907,6.65,0.469
-16.3,2.33,-0.907,6.65,0.469
-16.3,2.33,-0.907,6.65,0.469
-16.3,2.33,-0.907,6.65,0.469
-16.3,2.33,-0.907,6.65,0.469
-16.3,2.33,-0.907,6.66,0.469
-16.3,2.33,-0.907,6.66,0.469
-16.3,2.33,-0.907,6.66,0.470
-16.3,2.33,-0.907,6.66,0.470
-16.3,2.33,-0.907,6.66,0.470
-16.3,2.33,-0.907,6.66,0.470
-16.3,2.33,-0.907,6.66,0.470
-16.3,2.33,-0.907,6.66,0.470
-16.3,2.33,-0.907,6.67,0.470
-16.3,2.33,-0.907,6.67,0.470
-16.3,2.33,-0.907,6.67,0.470
-16.3,2.33,-0.907,6.67,0.470
-16.3,2.33,-0.907,6.67,0.471
-16.3,2.34,-0.907,6.67,0.471
-16.3,2.34,-0.907,6.68,0.471
-16.3,2.34,-0.907,6.68,0.471
-16.3,2.34,-0.907,6.68,0.471
-16.3,2.34,-0.907,6.68,0.471
-16.3,2.34,-0.907,6.68,0.471
-16.3,2.34,-0.907,6.68,0.471
-16.3,2.34,-0.907,6.68,0.471
-16.3,2.34,-0.907,6.68,0.471
-16.3,2.34,-0.907,6.69,0.472
-16.3,2.34,-0.907,6.69,0.472
-16.3,2.34,-0.907,6.69,0.472
-16.3,2.34,-0.907,6.69,0.472
-16.3,2.34,-0.907,6.69,0.472
-16.3,2.34,-0.907,6.69,0.472
-16.3,2.34,-0.907,6.69,0.472
-16.3,2.34,-0.907,6.70,0.472
-16.3,2.34,-0.907,6.70,0.472
-16.3,2.34,-0.907,6.70,0.472
-16.3,2.35,-0.907,6.70,0.472
-16.3,2.35,-0.907,6.70,0.473
-16.4,2.35,-0.910,6.70,0.473
-16.4,2.35,-0.914,6.70,0.473
-16.5,2.35,-0.916,6.70,0.473
-16.4,2.35,-0.912,6.71,0.473
-16.4,2.35,-0.909,6.71,0.473
-16.3,2.35,-0.907,6.71,0.473
-16.3,2.35,-0.907,6.71,0.473
-16.3,2.35,-0.907,6.71,0.473
-16.3,2.35,-0.907,6.71,0.473
-16.3,2.35,-0.907,6.72,0.474
-16.3,2.35,-0.907,6.72,0.474
-16.3,2.35,-0.907,6.72,0.474
-16.3,2.35,-0.907,6.72,0.474
-16.4,2.35,-0.910,6.72,0.474
-16.4,2.35,-0.913,6.72,0.474
-16.5,2.35,-0.917,6.72,0.474
-16.5,2.35,-0.917,6.72,0.474
-16.5,2.35,-0.917,6.73,0.474
-16.5,2.35,-0.915,6.73,0.474
-16.4,2.36,-0.912,6.73,0.475
-16.3,2.36,-0.908,6.73,0.475
-16.4,2.36,-0.910,6.73,0.475
-16.4,2.36,-0.914,6.73,0.475
-16.5,2.36,-0.916,6.73,0.475
-16.4,2.36,-0.913,6.74,0.475
-16.4,2.36,-0.909,6.74,0.475
-16.3,2.36,-0.907,6.74,0.475
-16.3,2.36,-0.907,6.74,0.475
-16.3,2.36,-0.907,6.74,0.475
-16.3,2.36,-0.907,6.74,0.476
-16.3,2.36,-0.907,6.74,0.476
-16.3,2.36,-0.907,6.75,0.476
-16.3,2.36,-0.907,6.75,0.476
-16.3,2.36,-0.907,6.75,0.476
-16.3,2.36,-0.907,6.75,0.476
-16.3,2.36,-0.907,6.75,0.476
-16.3,2.36,-0.907,6.75,0.476
-16.3,2.36,-0.907,6.76,0.476
-16.3,2.36,-0.907,6.76,0.476
-16.3,2.37,-0.907,6.76,0.477
-16.3,2.37,-0.907,6.76,0.477
-16.3,2.37,-0.907,6.76,0.477
-16.3,2.37,-0.907,6.76,0.477
-16.3,2.37,-0.907,6.76,0.477
-16.3,2.37,-0.907,6.76,0.477
-16.3,2.37,-0.907,6.77,0.477
-16.3,2.37,-0.907,6.77,0.477
-16.3,2.37,-0.907,6.77,0.477
-16.3,2.37,-0.907,6.77,0.477
-16.3,2.37,-0.907,6.77,0.478
-16.3,2.37,-0.907,6.77,0.478
-16.3,2.37,-0.907,6.78,0.478
-16.3,2.37,-0.907,6.78,0.478
-16.3,2.37,-0.907,6.78,0.478
-16.3,2.37,-0.907,6.78,0.478
-16.3,2.37,-0.907,6.78,0.478
-16.3,2.37,-0.907,6.78,0.478
-16.3,2.37,-0.907,6.78,0.478
-16.3,2.37,-0.907,6.78,0.478
-16.3,2.37,-0.907,6.78,0.479
-16.3,2.38,-0.907,6.79,0.479
-16.3,2.38,-0.907,6.79,0.479
-16.3,2.38,-0.907,6.79,0.479
-16.3,2.38,-0.907,6.79,0.479
-16.3,2.38,-0.907,6.79,0.479
