Force (N),Position (mm),Stress (MPa),Strain (%),Time (min)
400,2.77,20.5,7.91,1.39
401,2.77,20.5,7.91,1.39
401,2.77,20.6,7.91,1.39
401,2.77,20.6,7.91,1.39
401,2.77,20.6,7.91,1.39
402,2.77,20.6,7.92,1.39
402,2.77,20.6,7.92,1.39
402,2.77,20.6,7.92,1.39
402,2.77,20.6,7.92,1.39
403,2.77,20.7,7.92,1.39
403,2.77,20.7,7.93,1.39
403,2.77,20.7,7.93,1.39
404,2.78,20.7,7.93,1.39
404,2.78,20.7,7.93,1.39
404,2.78,20.7,7.93,1.39
405,2.78,20.7,7.94,1.39
405,2.78,20.8,7.94,1.39
405,2.78,20.8,7.94,1.39
405,2.78,20.8,7.94,1.39
406,2.78,20.8,7.95,1.39
406,2.78,20.8,7.95,1.39
406,2.78,20.8,7.95,1.40
407,2.78,20.8,7.95,1.40
407,2.78,20.9,7.95,1.40
407,2.78,20.9,7.95,1.40
407,2.79,20.9,7.96,1.40
407,2.79,20.9,7.96,1.40
408,2.79,20.9,7.96,1.40
408,2.79,20.9,7.96,1.40
408,2.79,20.9,7.97,1.40
409,2.79,21.0,7.97,1.40
409,2.79,21.0,7.97,1.40
409,2.79,21.0,7.97,1.40
409,2.79,21.0,7.97,1.40
410,2.79,21.0,7.98,1.40
410,2.79,21.0,7.98,1.40
410,2.79,21.0,7.98,1.40
410,2.79,21.1,7.98,1.40
411,2.79,21.1,7.98,1.40
411,2.79,21.1,7.99,1.40
411,2.80,21.1,7.99,1.40
412,2.80,21.1,7.99,1.40
412,2.80,21.1,7.99,1.40
412,2.80,21.1,7.99,1.40
412,2.80,21.2,8.00,1.40
413,2.80,21.2,8.00,1.40
413,2.80,21.2,8.00,1.40
413,2.80,21.2,8.00,1.40
414,2.80,21.2,8.00,1.40
414,2.80,21.2,8.01,1.41
414,2.80,21.2,8.01,1.41
414,2.80,21.3,8.01,1.41
415,2.80,21.3,8.01,1.41
415,2.81,21.3,8.02,1.41
415,2.81,21.3,8.02,1.41
415,2.81,21.3,8.02,1.41
416,2.81,21.3,8.02,1.41
416,2.81,21.3,8.02,1.41
416,2.81,21.3,8.03,1.41
416,2.81,21.4,8.03,1.41
417,2.81,21.4,8.03,1.41
417,2.81,21.4,8.03,1.41
417,2.81,21.4,8.03,1.41
418,2.81,21.4,8.03,1.41
418,2.81,21.4,8.04,1.41
418,2.81,21.4,8.04,1.41
418,2.81,21.5,8.04,1.41
419,2.82,21.5,8.04,1.41
419,2.82,21.5,8.05,1.41
419,2.82,21.5,8.05,1.41
419,2.82,21.5,8.05,1.41
420,2.82,21.5,8.05,1.41
420,2.82,21.5,8.05,1.41
420,2.82,21.6,8.06,1.41
421,2.82,21.6,8.06,1.41
421,2.82,21.6,8.06,1.41
421,2.82,21.6,8.06,1.42
421,2.82,21.6,8.06,1.42
422,2.82,21.6,8.07,1.42
422,2.82,21.6,8.07,1.42
422,2.82,21.6,8.07,1.42
422,2.83,21.7,8.07,1.42
423,2.83,21.7,8.07,1.42
423,2.83,21.7,8.08,1.42
423,2.83,21.7,8.08,1.42
423,2.83,21.7,8.08,1.42
424,2.83,21.7,8.08,1.42
424,2.83,21.7,8.08,1.42
424,2.83,21.7,8.09,1.42
424,2.83,21.8,8.09,1.42
425,2.83,21.8,8.09,1.42
425,2.83,21.8,8.09,1.42
425,2.83,21.8,8.09,1.42
425,2.83,21.8,8.10,1.42
426,2.84,21.8,8.10,1.42
426,2.84,21.8,8.10,1.42
426,2.84,21.9,8.10,1.42
426,2.84,21.9,8.11,1.42
427,2.84,21.9,8.11,1.42
427,2.84,21.9,8.11,1.42
427,2.84,21.9,8.11,1.42
427,2.84,21.9,8.11,1.42
428,2.84,21.9,8.11,1.42
428,2.84,21.9,8.12,1.42
428,2.84,22.0,8.12,1.43
428,2.84,22.0,8.12,1.43
429,2.84,22.0,8.12,1.43
429,2.84,22.0,8.13,1.43
429,2.84,22.0,8.13,1.43
430,2.85,22.0,8.13,1.43
430,2.85,22.0,8.13,1.43
430,2.85,22.1,8.13,1.43
430,2.85,22.1,8.14,1.43
430,2.85,22.1,8.14,1.43
431,2.85,22.1,8.14,1.43
431,2.85,22.1,8.14,1.43
431,2.85,22.1,8.15,1.43
432,2.85,22.1,8.15,1.43
432,2.85,22.1,8.15,1.43
432,2.85,22.2,8.15,1.43
432,2.85,22.2,8.15,1.43
432,2.85,22.2,8.15,1.43
433,2.86,22.2,8.16,1.43
433,2.86,22.2,8.16,1.43
433,2.86,22.2,8.16,1.43
433,2.86,22.2,8.16,1.43
434,2.86,22.2,8.17,1.43
434,2.86,22.3,8.17,1.43
434,2.86,22.3,8.17,1.43
434,2.86,22.3,8.17,1.43
435,2.86,22.3,8.17,1.43
435,2.86,22.3,8.18,1.43
435,2.86,22.3,8.18,1.44
435,2.86,22.3,8.18,1.44
436,2.86,22.3,8.18,1.44
436,2.86,22.4,8.18,1.44
436,2.87,22.4,8.19,1.44
436,2.87,22.4,8.19,1.44
436,2.87,22.4,8.19,1.44
437,2.87,22.4,8.19,1.44
437,2.87,22.4,8.19,1.44
437,2.87,22.4,8.20,1.44
437,2.87,22.4,8.20,1.44
438,2.87,22.4,8.20,1.44
438,2.87,22.5,8.20,1.44
438,2.87,22.5,8.20,1.44
438,2.87,22.5,8.21,1.44
439,2.87,22.5,8.21,1.44
439,2.87,22.5,8.21,1.44
439,2.87,22.5,8.21,1.44
439,2.88,22.5,8.22,1.44
440,2.88,22.5,8.22,1.44
440,2.88,22.6,8.22,1.44
440,2.88,22.6,8.22,1.44
440,2.88,22.6,8.22,1.44
441,2.88,22.6,8.23,1.44
441,2.88,22.6,8.23,1.44
441,2.88,22.6,8.23,1.44
441,2.88,22.6,8.23,1.44
442,2.88,22.6,8.23,1.45
442,2.88,22.7,8.24,1.45
442,2.88,22.7,8.24,1.45
442,2.88,22.7,8.24,1.45
442,2.89,22.7,8.24,1.45
443,2.89,22.7,8.25,1.45
443,2.89,22.7,8.25,1.45
443,2.89,22.7,8.25,1.45
443,2.89,22.7,8.25,1.45
444,2.89,22.7,8.25,1.45
444,2.89,22.8,8.25,1.45
444,2.89,22.8,8.26,1.45
444,2.89,22.8,8.26,1.45
444,2.89,22.8,8.26,1.45
445,2.89,22.8,8.26,1.45
445,2.89,22.8,8.27,1.45
445,2.89,22.8,8.27,1.45
445,2.89,22.8,8.27,1.45
446,2.90,22.8,8.27,1.45
446,2.90,22.9,8.27,1.45
446,2.90,22.9,8.27,1.45
446,2.90,22.9,8.28,1.45
446,2.90,22.9,8.28,1.45
447,2.90,22.9,8.28,1.45
447,2.90,22.9,8.28,1.45
447,2.90,22.9,8.29,1.45
447,2.90,22.9,8.29,1.45
448,2.90,22.9,8.29,1.45
448,2.90,23.0,8.29,1.46
448,2.90,23.0,8.29,1.46
448,2.90,23.0,8.30,1.46
448,2.90,23.0,8.30,1.46
449,2.91,23.0,8.30,1.46
449,2.91,23.0,8.30,1.46
449,2.91,23.0,8.30,1.46
449,2.91,23.0,8.31,1.46
450,2.91,23.1,8.31,1.46
450,2.91,23.1,8.31,1.46
450,2.91,23.1,8.31,1.46
450,2.91,23.1,8.31,1.46
450,2.91,23.1,8.32,1.46
451,2.91,23.1,8.32,1.46
451,2.91,23.1,8.32,1.46
451,2.91,23.1,8.32,1.46
451,2.91,23.1,8.33,1.46
451,2.91,23.1,8.33,1.46
452,2.92,23.2,8.33,1.46
452,2.92,23.2,8.33,1.46
452,2.92,23.2,8.33,1.46
452,2.92,23.2,8.34,1.46
452,2.92,23.2,8.34,1.46
453,2.92,23.2,8.34,1.46
453,2.92,23.2,8.34,1.46
453,2.92,23.2,8.34,1.46
453,2.92,23.2,8.35,1.46
453,2.92,23.2,8.35,1.47
454,2.92,23.3,8.35,1.47
454,2.92,23.3,8.35,1.47
454,2.92,23.3,8.35,1.47
454,2.93,23.3,8.36,1.47
454,2.93,23.3,8.36,1.47
454,2.93,23.3,8.36,1.47
455,2.93,23.3,8.36,1.47
455,2.93,23.3,8.37,1.47
455,2.93,23.3,8.37,1.47
455,2.93,23.3,8.37,1.47
456,2.93,23.4,8.37,1.47
456,2.93,23.4,8.37,1.47
456,2.93,23.4,8.37,1.47
456,2.93,23.4,8.38,1.47
456,2.93,23.4,8.38,1.47
457,2.93,23.4,8.38,1.47
457,2.93,23.4,8.38,1.47
457,2.93,23.4,8.39,1.47
457,2.94,23.4,8.39,1.47
457,2.94,23.4,8.39,1.47
457,2.94,23.5,8.39,1.47
458,2.94,23.5,8.39,1.47
458,2.94,23.5,8.40,1.47
458,2.94,23.5,8.40,1.47
458,2.94,23.5,8.40,1.47
458,2.94,23.5,8.40,1.47
459,2.94,23.5,8.40,1.47
459,2.94,23.5,8.41,1.48
459,2.94,23.5,8.41,1.48
459,2.94,23.5,8.41,1.48
459,2.94,23.5,8.41,1.48
459,2.95,23.6,8.41,1.48
460,2.95,23.6,8.42,1.48
460,2.95,23.6,8.42,1.48
460,2.95,23.6,8.42,1.48
460,2.95,23.6,8.42,1.48
460,2.95,23.6,8.42,1.48
461,2.95,23.6,8.43,1.48
461,2.95,23.6,8.43,1.48
461,2.95,23.6,8.43,1.48
461,2.95,23.6,8.43,1.48
461,2.95,23.7,8.44,1.48
461,2.95,23.7,8.44,1.48
462,2.95,23.7,8.44,1.48
462,2.95,23.7,8.44,1.48
462,2.96,23.7,8.44,1.48
462,2.96,23.7,8.45,1.48
462,2.96,23.7,8.45,1.48
463,2.96,23.7,8.45,1.48
463,2.96,23.7,8.45,1.48
463,2.96,23.7,8.45,1.48
463,2.96,23.8,8.46,1.48
463,2.96,23.8,8.46,1.48
463,2.96,23.8,8.46,1.48
464,2.96,23.8,8.46,1.48
464,2.96,23.8,8.47,1.49
464,2.96,23.8,8.47,1.49
464,2.96,23.8,8.47,1.49
464,2.97,23.8,8.47,1.49
464,2.97,23.8,8.47,1.49
465,2.97,23.8,8.47,1.49
465,2.97,23.8,8.48,1.49
465,2.97,23.8,8.48,1.49
465,2.97,23.8,8.48,1.49
465,2.97,23.9,8.48,1.49
465,2.97,23.9,8.49,1.49
466,2.97,23.9,8.49,1.49
466,2.97,23.9,8.49,1.49
466,2.97,23.9,8.49,1.49
466,2.97,23.9,8.49,1.49
466,2.97,23.9,8.49,1.49
466,2.97,23.9,8.50,1.49
466,2.97,23.9,8.50,1.49
467,2.98,23.9,8.50,1.49
467,2.98,23.9,8.50,1.49
467,2.98,23.9,8.51,1.49
467,2.98,23.9,8.51,1.49
467,2.98,24.0,8.51,1.49
467,2.98,24.0,8.51,1.49
467,2.98,24.0,8.51,1.49
468,2.98,24.0,8.52,1.49
468,2.98,24.0,8.52,1.49
468,2.98,24.0,8.52,1.50
468,2.98,24.0,8.52,1.50
468,2.98,24.0,8.52,1.50
468,2.98,24.0,8.53,1.50
468,2.99,24.0,8.53,1.50
469,2.99,24.0,8.53,1.50
469,2.99,24.0,8.53,1.50
469,2.99,24.0,8.53,1.50
469,2.99,24.0,8.54,1.50
469,2.99,24.1,8.54,1.50
469,2.99,24.1,8.54,1.50
469,2.99,24.1,8.54,1.50
470,2.99,24.1,8.55,1.50
470,2.99,24.1,8.55,1.50
470,2.99,24.1,8.55,1.50
470,2.99,24.1,8.55,1.50
470,2.99,24.1,8.55,1.50
470,2.99,24.1,8.55,1.50
470,3.00,24.1,8.56,1.50
470,3.00,24.1,8.56,1.50
471,3.00,24.1,8.56,1.50
471,3.00,24.1,8.56,1.50
471,3.00,24.1,8.57,1.50
471,3.00,24.2,8.57,1.50
471,3.00,24.2,8.57,1.50
471,3.00,24.2,8.57,1.50
472,3.00,24.2,8.57,1.50
472,3.00,24.2,8.58,1.50
472,3.00,24.2,8.58,1.51
472,3.00,24.2,8.58,1.51
472,3.00,24.2,8.58,1.51
472,3.00,24.2,8.58,1.51
472,3.01,24.2,8.59,1.51
472,3.01,24.2,8.59,1.51
472,3.01,24.2,8.59,1.51
473,3.01,24.2,8.59,1.51
473,3.01,24.2,8.59,1.51
473,3.01,24.2,8.60,1.51
473,3.01,24.3,8.60,1.51
473,3.01,24.3,8.60,1.51
473,3.01,24.3,8.60,1.51
473,3.01,24.3,8.60,1.51
474,3.01,24.3,8.61,1.51
474,3.01,24.3,8.61,1.51
474,3.01,24.3,8.61,1.51
474,3.02,24.3,8.61,1.51
474,3.02,24.3,8.62,1.51
474,3.02,24.3,8.62,1.51
474,3.02,24.3,8.62,1.51
474,3.02,24.3,8.62,1.51
474,3.02,24.3,8.62,1.51
474,3.02,24.3,8.63,1.51
475,3.02,24.3,8.63,1.51
475,3.02,24.3,8.63,1.51
475,3.02,24.3,8.63,1.51
475,3.02,24.4,8.63,1.52
475,3.02,24.4,8.64,1.52
475,3.02,24.4,8.64,1.52
475,3.02,24.4,8.64,1.52
475,3.02,24.4,8.64,1.52
476,3.03,24.4,8.64,1.52
476,3.03,24.4,8.65,1.52
476,3.03,24.4,8.65,1.52
476,3.03,24.4,8.65,1.52
476,3.03,24.4,8.65,1.52
476,3.03,24.4,8.65,1.52
476,3.03,24.4,8.66,1.52
476,3.03,24.4,8.66,1.52
476,3.03,24.4,8.66,1.52
476,3.03,24.4,8.66,1.52
477,3.03,24.4,8.67,1.52
477,3.03,24.4,8.67,1.52
477,3.03,24.4,8.67,1.52
477,3.04,24.5,8.67,1.52
477,3.04,24.5,8.67,1.52
477,3.04,24.5,8.67,1.52
477,3.04,24.5,8.68,1.52
477,3.04,24.5,8.68,1.52
477,3.04,24.5,8.68,1.52
477,3.04,24.5,8.68,1.52
477,3.04,24.5,8.69,1.52
478,3.04,24.5,8.69,1.52
478,3.04,24.5,8.69,1.52
478,3.04,24.5,8.69,1.53
478,3.04,24.5,8.69,1.53
478,3.04,24.5,8.70,1.53
478,3.04,24.5,8.70,1.53
478,3.05,24.5,8.70,1.53
478,3.05,24.5,8.70,1.53
478,3.05,24.5,8.70,1.53
478,3.05,24.5,8.71,1.53
478,3.05,24.5,8.71,1.53
478,3.05,24.5,8.71,1.53
479,3.05,24.5,8.71,1.53
479,3.05,24.5,8.71,1.53
479,3.05,24.5,8.72,1.53
479,3.05,24.6,8.72,1.53
479,3.05,24.6,8.72,1.53
479,3.05,24.6,8.72,1.53
479,3.05,24.6,8.73,1.53
479,3.05,24.6,8.73,1.53
479,3.06,24.6,8.73,1.53
479,3.06,24.6,8.73,1.53
479,3.06,24.6,8.73,1.53
479,3.06,24.6,8.74,1.53
479,3.06,24.6,8.74,1.53
479,3.06,24.6,8.74,1.53
479,3.06,24.6,8.74,1.53
480,3.06,24.6,8.74,1.53
480,3.06,24.6,8.75,1.53
480,3.06,24.6,8.75,1.54
480,3.06,24.6,8.75,1.54
480,3.06,24.6,8.75,1.54
480,3.06,24.6,8.75,1.54
480,3.06,24.6,8.76,1.54
480,3.07,24.6,8.76,1.54
480,3.07,24.6,8.76,1.54
480,3.07,24.6,8.76,1.54
480,3.07,24.6,8.77,1.54
480,3.07,24.6,8.77,1.54
480,3.07,24.6,8.77,1.54
480,3.07,24.6,8.77,1.54
480,3.07,24.6,8.77,1.54
480,3.07,24.6,8.77,1.54
480,3.07,24.6,8.78,1.54
481,3.07,24.6,8.78,1.54
481,3.07,24.6,8.78,1.54
481,3.07,24.6,8.78,1.54
481,3.08,24.6,8.79,1.54
481,3.08,24.6,8.79,1.54
481,3.08,24.7,8.79,1.54
481,3.08,24.7,8.79,1.54
481,3.08,24.7,8.79,1.54
481,3.08,24.7,8.80,1.54
481,3.08,24.7,8.80,1.54
481,3.08,24.7,8.80,1.54
481,3.08,24.7,8.80,1.54
481,3.08,24.7,8.80,1.54
481,3.08,24.7,8.81,1.55
481,3.08,24.7,8.81,1.55
481,3.08,24.7,8.81,1.55
481,3.08,24.7,8.81,1.55
481,3.09,24.7,8.81,1.55
481,3.09,24.7,8.82,1.55
481,3.09,24.7,8.82,1.55
481,3.09,24.7,8.82,1.55
481,3.09,24.7,8.82,1.55
481,3.09,24.7,8.82,1.55
481,3.09,24.7,8.83,1.55
481,3.09,24.7,8.83,1.55
481,3.09,24.7,8.83,1.55
482,3.09,24.7,8.83,1.55
482,3.09,24.7,8.84,1.55
482,3.09,24.7,8.84,1.55
482,3.09,24.7,8.84,1.55
482,3.09,24.7,8.84,1.55
482,3.10,24.7,8.84,1.55
482,3.10,24.7,8.84,1.55
482,3.10,24.7,8.85,1.55
482,3.10,24.7,8.85,1.55
482,3.10,24.7,8.85,1.55
482,3.10,24.7,8.85,1.55
482,3.10,24.7,8.86,1.55
482,3.10,24.7,8.86,1.55
482,3.10,24.7,8.86,1.55
482,3.10,24.7,8.86,1.55
482,3.10,24.7,8.86,1.56
482,3.10,24.7,8.87,1.56
482,3.10,24.7,8.87,1.56
482,3.11,24.7,8.87,1.56
482,3.11,24.7,8.87,1.56
482,3.11,24.7,8.87,1.56
482,3.11,24.7,8.88,1.56
482,3.11,24.7,8.88,1.56
482,3.11,24.7,8.88,1.56
482,3.11,24.7,8.88,1.56
482,3.11,24.7,8.89,1.56
482,3.11,24.7,8.89,1.56
482,3.11,24.7,8.89,1.56
482,3.11,24.7,8.89,1.56
482,3.11,24.7,8.89,1.56
482,3.11,24.7,8.89,1.56
482,3.11,24.7,8.90,1.56
482,3.11,24.7,8.90,1.56
482,3.12,24.7,8.90,1.56
482,3.12,24.7,8.90,1.56
482,3.12,24.7,8.91,1.56
482,3.12,24.7,8.91,1.56
482,3.12,24.7,8.91,1.56
482,3.12,24.7,8.91,1.56
482,3.12,24.7,8.91,1.56
482,3.12,24.7,8.92,1.56
481,3.12,24.7,8.92,1.56
481,3.12,24.7,8.92,1.57
481,3.12,24.7,8.92,1.57
481,3.12,24.7,8.92,1.57
481,3.12,24.7,8.93,1.57
481,3.13,24.7,8.93,1.57
481,3.13,24.7,8.93,1.57
481,3.13,24.7,8.93,1.57
481,3.13,24.7,8.93,1.57
481,3.13,24.7,8.94,1.57
481,3.13,24.7,8.94,1.57
481,3.13,24.7,8.94,1.57
481,3.13,24.7,8.94,1.57
481,3.13,24.7,8.95,1.57
481,3.13,24.6,8.95,1.57
481,3.13,24.6,8.95,1.57
481,3.13,24.6,8.95,1.57
480,3.13,24.6,8.95,1.57
480,3.13,24.6,8.96,1.57
480,3.14,24.6,8.96,1.57
480,3.14,24.6,8.96,1.57
480,3.14,24.6,8.96,1.57
480,3.14,24.6,8.96,1.57
480,3.14,24.6,8.97,1.57
480,3.14,24.6,8.97,1.57
479,3.14,24.6,8.97,1.57
479,3.14,24.6,8.97,1.57
479,3.14,24.6,8.97,1.57
479,3.14,24.6,8.98,1.57
479,3.14,24.6,8.98,1.58
479,3.14,24.5,8.98,1.58
479,3.14,24.5,8.98,1.58
478,3.14,24.5,8.99,1.58
478,3.15,24.5,8.99,1.58
478,3.15,24.5,8.99,1.58
478,3.15,24.5,8.99,1.58
477,3.15,24.5,8.99,1.58
477,3.15,24.5,8.99,1.58
477,3.15,24.5,9.00,1.58
476,3.15,24.4,9.00,1.58
476,3.15,24.4,9.00,1.58
476,3.15,24.4,9.00,1.58
475,3.15,24.4,9.01,1.58
475,3.15,24.4,9.01,1.58
474,3.15,24.3,9.01,1.58
474,3.15,24.3,9.01,1.58
473,3.15,24.3,9.01,1.58
472,3.16,24.2,9.01,1.58
471,3.16,24.2,9.02,1.58
471,3.16,24.1,9.02,1.58
470,3.16,24.1,9.02,1.58
469,3.16,24.0,9.02,1.58
467,3.16,24.0,9.03,1.58
466,3.16,23.9,9.03,1.58
465,3.16,23.8,9.03,1.58
463,3.16,23.7,9.03,1.58
462,3.16,23.7,9.03,1.59
460,3.16,23.6,9.04,1.59
458,3.16,23.5,9.04,1.59
455,3.16,23.3,9.04,1.59
452,3.16,23.2,9.04,1.59
449,3.17,23.0,9.04,1.59
443,3.17,22.7,9.05,1.59
438,3.17,22.5,9.05,1.59
409,3.17,21.0,9.05,1.59
357,3.17,18.3,9.05,1.59
288,3.17,14.8,9.06,1.59
230,3.17,11.8,9.06,1.59
180,3.17,9.21,9.06,1.59
115,3.17,5.88,9.06,1.59
53.1,3.17,2.72,9.06,1.59
13.5,3.17,0.693,9.07,1.59
-9.77,3.17,-0.501,9.07,1.59
-10.6,3.17,-0.546,9.07,1.59
-10.3,3.18,-0.530,9.07,1.59
-10.3,3.18,-0.530,9.07,1.59
-10.3,3.18,-0.530,9.08,1.59
-10.3,3.18,-0.530,9.08,1.59
-10.3,3.18,-0.530,9.08,1.59
-10.3,3.18,-0.530,9.08,1.59
-10.3,3.18,-0.530,9.08,1.59
-10.3,3.18,-0.530,9.09,1.59
-10.3,3.18,-0.530,9.09,1.59
-10.3,3.18,-0.530,9.09,1.59
-10.3,3.18,-0.530,9.09,1.60
-10.3,3.18,-0.530,9.09,1.60
-10.3,3.18,-0.530,9.10,1.60
-10.3,3.18,-0.530,9.10,1.60
-10.3,3.18,-0.530,9.10,1.60
-10.3,3.19,-0.530,9.10,1.60
-10.3,3.19,-0.530,9.11,1.60
-10.3,3.19,-0.530,9.11,1.60
-10.3,3.19,-0.530,9.11,1.60
-10.3,3.19,-0.530,9.11,1.60
-10.3,3.19,-0.530,9.11,1.60
-10.3,3.19,-0.530,9.11,1.60
-10.3,3.19,-0.530,9.12,1.60
-10.3,3.19,-0.530,9.12,1.60
-10.3,3.19,-0.530,9.12,1.60
-10.3,3.19,-0.530,9.12,1.60
-10.3,3.19,-0.530,9.13,1.60
-10.3,3.20,-0.530,9.13,1.60
-10.4,3.20,-0.534,9.13,1.60
-10.5,3.20,-0.538,9.13,1.60
-10.3,3.20,-0.530,9.13,1.60
-10.4,3.20,-0.536,9.14,1.60
-10.5,3.20,-0.538,9.14,1.60
-10.5,3.20,-0.538,9.14,1.60
-10.5,3.20,-0.538,9.14,1.60
-10.5,3.20,-0.537,9.14,1.60
-10.3,3.20,-0.530,9.15,1.60
-10.3,3.20,-0.530,9.15,1.60
-10.5,3.20,-0.538,9.15,1.61
-10.4,3.20,-0.531,9.15,1.61
-10.5,3.20,-0.536,9.15,1.61
-10.3,3.20,-0.530,9.16,1.61
-10.5,3.21,-0.538,9.16,1.61
-10.5,3.21,-0.538,9.16,1.61
-10.5,3.21,-0.538,9.16,1.61
-10.5,3.21,-0.538,9.17,1.61
-10.5,3.21,-0.538,9.17,1.61
-10.5,3.21,-0.538,9.17,1.61
-10.5,3.21,-0.538,9.17,1.61
-10.5,3.21,-0.538,9.17,1.61
-10.5,3.21,-0.538,9.17,1.61
-10.5,3.21,-0.538,9.18,1.61
-10.5,3.21,-0.538,9.18,1.61
-10.5,3.21,-0.538,9.18,1.61
-10.5,3.21,-0.538,9.18,1.61
-10.5,3.22,-0.538,9.19,1.61
-10.5,3.22,-0.538,9.19,1.61
-10.5,3.22,-0.538,9.19,1.61
-10.5,3.22,-0.538,9.19,1.61
-10.5,3.22,-0.538,9.19,1.61
-10.5,3.22,-0.538,9.20,1.61
-10.5,3.22,-0.538,9.20,1.61
-10.5,3.22,-0.538,9.20,1.61
-10.5,3.22,-0.538,9.20,1.61
-10.5,3.22,-0.538,9.20,1.61
-10.5,3.22,-0.538,9.21,1.62
-10.5,3.22,-0.538,9.21,1.62
-10.5,3.22,-0.538,9.21,1.62
-10.5,3.22,-0.538,9.21,1.62
-10.5,3.23,-0.538,9.21,1.62
-10.5,3.23,-0.538,9.22,1.62
-10.5,3.23,-0.538,9.22,1.62
-10.5,3.23,-0.538,9.22,1.62
-10.5,3.23,-0.536,9.22,1.62
-10.4,3.23,-0.535,9.22,1.62
-10.5,3.23,-0.538,9.23,1.62
-10.5,3.23,-0.538,9.23,1.62
-10.5,3.23,-0.538,9.23,1.62
-10.5,3.23,-0.538,9.23,1.62
-10.5,3.23,-0.538,9.23,1.62
-10.5,3.23,-0.538,9.24,1.62
-10.5,3.23,-0.538,9.24,1.62
-10.5,3.23,-0.538,9.24,1.62
-10.5,3.24,-0.538,9.24,1.62
-10.5,3.24,-0.538,9.24,1.62
-10.5,3.24,-0.538,9.25,1.62
-10.5,3.24,-0.538,9.25,1.62
-10.5,3.24,-0.538,9.25,1.62
-10.5,3.24,-0.538,9.25,1.62
-10.5,3.24,-0.538,9.26,1.62
-10.5,3.24,-0.538,9.26,1.62
-10.5,3.24,-0.538,9.26,1.62
-10.5,3.24,-0.538,9.26,1.62
-10.5,3.24,-0.538,9.26,1.63
-10.5,3.24,-0.538,9.27,1.63
-10.5,3.24,-0.538,9.27,1.63
-10.4,3.24,-0.536,9.27,1.63
-10.3,3.25,-0.530,9.27,1.63
-10.5,3.25,-0.538,9.27,1.63
-10.5,3.25,-0.538,9.28,1.63
-10.5,3.25,-0.538,9.28,1.63
-10.5,3.25,-0.538,9.28,1.63
-10.5,3.25,-0.538,9.28,1.63
-10.5,3.25,-0.538,9.28,1.63
-10.5,3.25,-0.538,9.29,1.63
-10.5,3.25,-0.538,9.29,1.63
-10.5,3.25,-0.538,9.29,1.63
-10.5,3.25,-0.538,9.29,1.63
-10.5,3.25,-0.538,9.29,1.63
-10.5,3.25,-0.538,9.30,1.63
-10.5,3.25,-0.538,9.30,1.63
-10.5,3.26,-0.538,9.30,1.63
-10.5,3.26,-0.538,9.30,1.63
-10.5,3.26,-0.538,9.31,1.63
-10.5,3.26,-0.538,9.31,1.63
-10.5,3.26,-0.538,9.31,1.63
-10.5,3.26,-0.538,9.31,1.63
-10.5,3.26,-0.538,9.31,1.63
-10.5,3.26,-0.538,9.32,1.63
-10.5,3.26,-0.538,9.32,1.63
-10.5,3.26,-0.538,9.32,1.64
-10.5,3.26,-0.538,9.32,1.64
-10.5,3.26,-0.538,9.32,1.64
-10.5,3.26,-0.538,9.33,1.64
-10.5,3.27,-0.538,9.33,1.64
-10.5,3.27,-0.538,9.33,1.64
-10.5,3.27,-0.538,9.33,1.64
-10.5,3.27,-0.538,9.33,1.64
-10.5,3.27,-0.538,9.34,1.64
-10.5,3.27,-0.538,9.34,1.64
-10.5,3.27,-0.538,9.34,1.64
-10.5,3.27,-0.538,9.34,1.64
-10.5,3.27,-0.538,9.34,1.64
-10.5,3.27,-0.538,9.35,1.64
-10.3,3.27,-0.530,9.35,1.64
-10.3,3.27,-0.530,9.35,1.64
-10.5,3.27,-0.538,9.35,1.64
-10.5,3.27,-0.538,9.35,1.64
-10.5,3.27,-0.538,9.36,1.64
-10.5,3.28,-0.538,9.36,1.64
-10.5,3.28,-0.538,9.36,1.64
-10.5,3.28,-0.538,9.36,1.64
-10.5,3.28,-0.538,9.37,1.64
-10.5,3.28,-0.538,9.37,1.64
-10.5,3.28,-0.538,9.37,1.64
-10.5,3.28,-0.538,9.37,1.64
-10.5,3.28,-0.538,9.37,1.64
-10.5,3.28,-0.538,9.38,1.64
-10.5,3.28,-0.538,9.38,1.65
-10.5,3.28,-0.538,9.38,1.65
-10.5,3.28,-0.538,9.38,1.65
-10.5,3.29,-0.538,9.39,1.65
-10.5,3.29,-0.538,9.39,1.65
-10.5,3.29,-0.538,9.39,1.65
-10.5,3.29,-0.538,9.39,1.65
-10.5,3.29,-0.538,9.39,1.65
-10.5,3.29,-0.538,9.39,1.65
-10.5,3.29,-0.538,9.40,1.65
-10.5,3.29,-0.538,9.40,1.65
-10.5,3.29,-0.538,9.40,1.65
-10.5,3.29,-0.538,9.40,1.65
-10.5,3.29,-0.538,9.41,1.65
-10.5,3.29,-0.538,9.41,1.65
-10.5,3.29,-0.538,9.41,1.65
-10.5,3.29,-0.538,9.41,1.65
-10.5,3.29,-0.538,9.41,1.65
-10.5,3.30,-0.538,9.41,1.65
-10.5,3.30,-0.538,9.42,1.65
-10.5,3.30,-0.538,9.42,1.65
-10.4,3.30,-0.531,9.42,1.65
-10.4,3.30,-0.534,9.42,1.65
-10.3,3.30,-0.530,9.43,1.65
-10.5,3.30,-0.538,9.43,1.65
